NOC,Year,Gold_Medal_Count,Silver_Medal_Count,Bronze_Medal_Count,Medal_Count
AFG,1936,0,0,0,16
AFG,1948,0,0,0,25
AFG,1956,0,0,0,12
AFG,1960,0,0,0,16
AFG,1964,0,0,0,8
AFG,1968,0,0,0,5
AFG,1972,0,0,0,8
AFG,1980,0,0,0,11
AFG,1988,0,0,0,5
AFG,1996,0,0,0,2
AFG,2004,0,0,0,5
AFG,2008,0,0,1,4
AFG,2012,0,0,1,6
AFG,2016,0,0,0,3
AHO,1952,0,0,0,11
AHO,1960,0,0,0,5
AHO,1964,0,0,0,4
AHO,1968,0,0,0,5
AHO,1972,0,0,0,2
AHO,1976,0,0,0,4
AHO,1984,0,0,0,13
AHO,1988,0,1,0,4
AHO,1992,0,0,0,4
AHO,1996,0,0,0,7
AHO,2000,0,0,0,8
AHO,2004,0,0,0,3
AHO,2008,0,0,0,4
ALB,1972,0,0,0,5
ALB,1992,0,0,0,9
ALB,1996,0,0,0,9
ALB,2000,0,0,0,5
ALB,2004,0,0,0,7
ALB,2008,0,0,0,12
ALB,2012,0,0,0,10
ALB,2016,0,0,0,6
ALG,1964,0,0,0,7
ALG,1968,0,0,0,9
ALG,1972,0,0,0,7
ALG,1980,0,0,0,63
ALG,1984,0,0,2,33
ALG,1988,0,0,0,45
ALG,1992,1,0,1,36
ALG,1996,2,0,1,47
ALG,2000,1,1,3,51
ALG,2004,0,0,0,71
ALG,2008,0,1,1,57
ALG,2012,1,0,0,39
ALG,2016,0,2,0,74
AND,1976,0,0,0,3
AND,1980,0,0,0,2
AND,1984,0,0,0,2
AND,1988,0,0,0,4
AND,1992,0,0,0,8
AND,1996,0,0,0,8
AND,2000,0,0,0,5
AND,2004,0,0,0,6
AND,2008,0,0,0,5
AND,2012,0,0,0,6
AND,2016,0,0,0,4
ANG,1980,0,0,0,17
ANG,1988,0,0,0,33
ANG,1992,0,0,0,33
ANG,1996,0,0,0,30
ANG,2000,0,0,0,30
ANG,2004,0,0,0,30
ANG,2008,0,0,0,33
ANG,2012,0,0,0,35
ANG,2016,0,0,0,26
ANT,1976,0,0,0,17
ANT,1984,0,0,0,27
ANT,1988,0,0,0,25
ANT,1992,0,0,0,18
ANT,1996,0,0,0,19
ANT,2000,0,0,0,4
ANT,2004,0,0,0,5
ANT,2008,0,0,0,5
ANT,2012,0,0,0,4
ANT,2016,0,0,0,9
ANZ,1908,15,2,2,48
ANZ,1912,5,2,3,38
ARG,1900,0,0,0,1
ARG,1908,0,0,0,1
ARG,1920,0,0,0,1
ARG,1924,5,3,2,109
ARG,1928,3,18,5,98
ARG,1932,3,1,0,47
ARG,1936,5,2,4,68
ARG,1948,3,7,1,295
ARG,1952,2,2,2,174
ARG,1956,0,1,1,44
ARG,1960,0,3,1,116
ARG,1964,0,1,0,148
ARG,1968,0,0,2,132
ARG,1972,0,1,0,123
ARG,1976,0,0,0,106
ARG,1984,0,0,0,115
ARG,1988,0,1,12,134
ARG,1992,0,0,2,111
ARG,1996,0,19,1,221
ARG,2000,0,17,3,165
ARG,2004,28,0,21,179
ARG,2008,20,0,31,145
ARG,2012,1,15,3,148
ARG,2016,21,1,0,232
ARM,1996,1,1,0,38
ARM,2000,0,0,1,26
ARM,2004,0,0,0,19
ARM,2008,0,0,6,26
ARM,2012,0,1,2,31
ARM,2016,1,3,0,34
ARU,1988,0,0,0,12
ARU,1992,0,0,0,5
ARU,1996,0,0,0,3
ARU,2000,0,0,0,5
ARU,2004,0,0,0,4
ARU,2008,0,0,0,2
ARU,2012,0,0,0,4
ARU,2016,0,0,0,7
ASA,1988,0,0,0,6
ASA,1992,0,0,0,3
ASA,1996,0,0,0,7
ASA,2000,0,0,0,4
ASA,2004,0,0,0,3
ASA,2008,0,0,0,4
ASA,2012,0,0,0,4
ASA,2016,0,0,0,4
AUS,1896,2,0,1,5
AUS,1900,3,0,3,6
AUS,1904,0,3,1,6
AUS,1906,0,0,3,10
AUS,1920,0,6,1,29
AUS,1924,3,5,2,60
AUS,1928,1,2,1,29
AUS,1932,3,1,1,20
AUS,1936,0,0,1,39
AUS,1948,2,9,5,103
AUS,1952,7,2,11,140
AUS,1956,28,13,26,412
AUS,1960,11,24,11,280
AUS,1964,8,6,30,392
AUS,1968,5,35,11,224
AUS,1972,11,7,2,266
AUS,1976,0,15,8,274
AUS,1980,6,2,5,190
AUS,1984,7,14,31,337
AUS,1988,18,6,11,339
AUS,1992,14,27,16,390
AUS,1996,32,16,84,550
AUS,2000,60,69,54,788
AUS,2004,49,77,31,601
AUS,2008,31,42,76,570
AUS,2012,18,37,59,514
AUS,2016,23,34,25,518
AUT,1896,2,1,2,8
AUT,1900,0,3,3,26
AUT,1904,2,1,1,7
AUT,1906,3,3,3,100
AUT,1908,0,0,1,13
AUT,1912,0,9,5,132
AUT,1924,0,3,1,56
AUT,1928,3,0,2,113
AUT,1932,1,1,3,33
AUT,1936,6,42,7,363
AUT,1948,2,2,4,239
AUT,1952,0,1,2,238
AUT,1956,0,0,4,57
AUT,1960,1,2,0,198
AUT,1964,0,0,0,82
AUT,1968,0,2,3,59
AUT,1972,0,1,2,143
AUT,1976,0,0,1,73
AUT,1980,1,3,1,92
AUT,1984,1,1,1,130
AUT,1988,1,0,0,96
AUT,1992,0,6,0,127
AUT,1996,0,1,2,92
AUT,2000,3,1,0,114
AUT,2004,3,4,1,92
AUT,2008,0,1,2,93
AUT,2012,0,0,0,90
AUT,2016,0,0,2,85
AZE,1996,0,1,0,24
AZE,2000,2,0,1,32
AZE,2004,1,0,4,37
AZE,2008,1,2,4,44
AZE,2012,2,2,6,59
AZE,2016,1,7,10,69
BAH,1952,0,0,0,7
BAH,1956,0,0,2,5
BAH,1960,0,0,0,14
BAH,1964,2,0,0,12
BAH,1968,0,0,0,22
BAH,1972,0,0,0,25
BAH,1976,0,0,0,19
BAH,1984,0,0,0,31
BAH,1988,0,0,0,18
BAH,1992,0,0,1,18
BAH,1996,0,5,0,36
BAH,2000,6,0,5,39
BAH,2004,1,0,1,28
BAH,2008,0,6,1,33
BAH,2012,4,0,0,29
BAH,2016,1,0,5,38
BAN,1984,0,0,0,2
BAN,1988,0,0,0,11
BAN,1992,0,0,0,9
BAN,1996,0,0,0,4
BAN,2000,0,0,0,6
BAN,2004,0,0,0,4
BAN,2008,0,0,0,5
BAN,2012,0,0,0,7
BAN,2016,0,0,0,7
BAR,1968,0,0,0,13
BAR,1972,0,0,0,20
BAR,1976,0,0,0,17
BAR,1984,0,0,0,25
BAR,1988,0,0,0,26
BAR,1992,0,0,0,22
BAR,1996,0,0,0,22
BAR,2000,0,0,1,28
BAR,2004,0,0,0,15
BAR,2008,0,0,0,10
BAR,2012,0,0,0,8
BAR,2016,0,0,0,13
BDI,1996,1,0,0,7
BDI,2000,0,0,0,6
BDI,2004,0,0,0,7
BDI,2008,0,0,0,3
BDI,2012,0,0,0,6
BDI,2016,0,1,0,10
BEL,1900,6,24,13,100
BEL,1906,2,3,6,31
BEL,1908,1,24,8,99
BEL,1912,7,1,11,72
BEL,1920,57,65,66,518
BEL,1924,3,30,6,234
BEL,1928,0,1,4,260
BEL,1932,0,0,1,69
BEL,1936,0,0,14,205
BEL,1948,5,2,8,182
BEL,1952,5,3,0,184
BEL,1956,0,2,0,82
BEL,1960,0,2,2,150
BEL,1964,2,0,1,74
BEL,1968,0,1,2,106
BEL,1972,0,2,0,106
BEL,1976,0,3,6,149
BEL,1980,1,0,0,84
BEL,1984,1,2,2,86
BEL,1988,0,0,2,85
BEL,1992,0,1,2,103
BEL,1996,2,2,2,81
BEL,2000,0,3,4,94
BEL,2004,1,0,2,70
BEL,2008,1,4,0,112
BEL,2012,0,1,2,142
BEL,2016,2,17,2,138
BEN,1972,0,0,0,3
BEN,1980,0,0,0,17
BEN,1984,0,0,0,3
BEN,1988,0,0,0,10
BEN,1992,0,0,0,7
BEN,1996,0,0,0,7
BEN,2000,0,0,0,4
BEN,2004,0,0,0,4
BEN,2008,0,0,0,5
BEN,2012,0,0,0,5
BEN,2016,0,0,0,6
BER,1936,0,0,0,9
BER,1948,0,0,0,28
BER,1952,0,0,0,12
BER,1956,0,0,0,3
BER,1960,0,0,0,9
BER,1964,0,0,0,4
BER,1968,0,0,0,6
BER,1972,0,0,0,9
BER,1976,0,0,1,20
BER,1984,0,0,0,13
BER,1988,0,0,0,14
BER,1992,0,0,0,29
BER,1996,0,0,0,10
BER,2000,0,0,0,7
BER,2004,0,0,0,10
BER,2008,0,0,0,6
BER,2012,0,0,0,8
BER,2016,0,0,0,8
BHU,1984,0,0,0,6
BHU,1988,0,0,0,6
BHU,1992,0,0,0,12
BHU,1996,0,0,0,2
BHU,2000,0,0,0,2
BHU,2004,0,0,0,2
BHU,2008,0,0,0,2
BHU,2012,0,0,0,2
BHU,2016,0,0,0,2
BIH,1992,0,0,0,13
BIH,1996,0,0,0,12
BIH,2000,0,0,0,11
BIH,2004,0,0,0,11
BIH,2008,0,0,0,7
BIH,2012,0,0,0,8
BIH,2016,0,0,0,11
BIZ,1968,0,0,0,7
BIZ,1972,0,0,0,2
BIZ,1976,0,0,0,4
BIZ,1984,0,0,0,13
BIZ,1988,0,0,0,13
BIZ,1992,0,0,0,18
BIZ,1996,0,0,0,5
BIZ,2000,0,0,0,2
BIZ,2004,0,0,0,2
BIZ,2008,0,0,0,4
BIZ,2012,0,0,0,3
BIZ,2016,0,0,0,3
BLR,1996,1,6,16,259
BLR,2000,3,8,11,231
BLR,2004,2,5,8,192
BLR,2008,8,5,16,237
BLR,2012,3,12,8,185
BLR,2016,1,4,7,142
BOH,1900,0,1,2,9
BOH,1906,0,0,3,29
BOH,1908,0,0,6,41
BOH,1912,0,0,0,74
BOL,1936,0,0,0,2
BOL,1964,0,0,0,1
BOL,1968,0,0,0,4
BOL,1972,0,0,0,14
BOL,1976,0,0,0,5
BOL,1984,0,0,0,13
BOL,1988,0,0,0,12
BOL,1992,0,0,0,21
BOL,1996,0,0,0,9
BOL,2000,0,0,0,5
BOL,2004,0,0,0,11
BOL,2008,0,0,0,7
BOL,2012,0,0,0,5
BOL,2016,0,0,0,12
BOT,1980,0,0,0,8
BOT,1984,0,0,0,8
BOT,1988,0,0,0,11
BOT,1992,0,0,0,6
BOT,1996,0,0,0,7
BOT,2000,0,0,0,9
BOT,2004,0,0,0,12
BOT,2008,0,0,0,11
BOT,2012,0,1,0,4
BOT,2016,0,0,0,14
BRA,1900,0,0,0,3
BRA,1920,1,1,5,38
BRA,1924,0,0,0,18
BRA,1932,0,0,0,67
BRA,1936,0,0,0,94
BRA,1948,0,0,10,105
BRA,1952,1,0,2,119
BRA,1956,1,0,0,63
BRA,1960,0,0,13,86
BRA,1964,0,0,12,65
BRA,1968,0,1,3,89
BRA,1972,0,0,2,104
BRA,1976,0,0,3,89
BRA,1980,4,0,5,149
BRA,1984,1,33,2,197
BRA,1988,1,17,5,233
BRA,1992,13,1,0,233
BRA,1996,5,15,43,251
BRA,2000,0,12,36,236
BRA,2004,18,19,3,318
BRA,2008,14,34,30,338
BRA,2012,14,34,11,306
BRA,2016,36,8,6,583
BRN,1984,0,0,0,14
BRN,1988,0,0,0,16
BRN,1992,0,0,0,15
BRN,1996,0,0,0,5
BRN,2000,0,0,0,4
BRN,2004,0,0,0,10
BRN,2008,0,0,0,15
BRN,2012,0,0,1,14
BRN,2016,1,1,0,33
BRU,1996,0,0,0,1
BRU,2000,0,0,0,2
BRU,2004,0,0,0,1
BRU,2012,0,0,0,3
BRU,2016,0,0,0,3
BUL,1924,0,0,0,31
BUL,1928,0,0,0,10
BUL,1932,0,0,0,2
BUL,1936,0,0,0,85
BUL,1952,0,0,1,179
BUL,1956,1,3,14,82
BUL,1960,1,3,3,183
BUL,1964,3,5,2,116
BUL,1968,2,21,3,189
BUL,1972,6,10,6,226
BUL,1976,8,13,18,254
BUL,1980,8,44,38,397
BUL,1988,10,14,17,281
BUL,1992,3,7,7,236
BUL,1996,3,12,6,181
BUL,2000,5,6,2,150
BUL,2004,2,1,14,119
BUL,2008,1,1,3,87
BUL,2012,0,1,1,75
BUL,2016,0,1,6,58
BUR,1972,0,0,0,1
BUR,1988,0,0,0,9
BUR,1992,0,0,0,4
BUR,1996,0,0,0,5
BUR,2000,0,0,0,4
BUR,2004,0,0,0,5
BUR,2008,0,0,0,6
BUR,2012,0,0,0,5
BUR,2016,0,0,0,5
CAF,1968,0,0,0,1
CAF,1984,0,0,0,3
CAF,1988,0,0,0,15
CAF,1992,0,0,0,21
CAF,1996,0,0,0,5
CAF,2000,0,0,0,3
CAF,2004,0,0,0,4
CAF,2008,0,0,0,3
CAF,2012,0,0,0,6
CAF,2016,0,0,0,6
CAM,1956,0,0,0,2
CAM,1964,0,0,0,15
CAM,1972,0,0,0,17
CAM,1996,0,0,0,5
CAM,2000,0,0,0,4
CAM,2004,0,0,0,4
CAM,2008,0,0,0,4
CAM,2012,0,0,0,6
CAM,2016,0,0,0,6
CAN,1900,1,0,1,7
CAN,1904,27,9,12,61
CAN,1906,1,1,0,4
CAN,1908,14,8,30,148
CAN,1912,3,2,3,60
CAN,1920,10,3,3,85
CAN,1924,0,19,1,83
CAN,1928,7,5,21,113
CAN,1932,2,13,24,191
CAN,1936,1,12,9,167
CAN,1948,0,2,5,188
CAN,1952,1,3,0,154
CAN,1956,5,9,5,150
CAN,1960,0,9,0,140
CAN,1964,2,2,1,194
CAN,1968,3,3,4,291
CAN,1972,0,2,9,344
CAN,1976,0,9,14,531
CAN,1984,19,36,32,572
CAN,1988,4,5,14,503
CAN,1992,27,5,12,445
CAN,1996,8,30,12,408
CAN,2000,4,4,23,422
CAN,2004,3,10,4,391
CAN,2008,11,13,11,449
CAN,2012,1,21,33,354
CAN,2016,4,4,61,405
CAY,1976,0,0,0,2
CAY,1984,0,0,0,14
CAY,1988,0,0,0,12
CAY,1992,0,0,0,13
CAY,1996,0,0,0,9
CAY,2000,0,0,0,4
CAY,2004,0,0,0,8
CAY,2008,0,0,0,6
CAY,2012,0,0,0,7
CAY,2016,0,0,0,5
CGO,1964,0,0,0,2
CGO,1972,0,0,0,8
CGO,1980,0,0,0,25
CGO,1984,0,0,0,13
CGO,1988,0,0,0,10
CGO,1992,0,0,0,10
CGO,1996,0,0,0,5
CGO,2000,0,0,0,5
CGO,2004,0,0,0,5
CGO,2008,0,0,0,5
CGO,2012,0,0,0,7
CGO,2016,0,0,0,10
CHA,1964,0,0,0,2
CHA,1968,0,0,0,4
CHA,1972,0,0,0,5
CHA,1984,0,0,0,3
CHA,1988,0,0,0,6
CHA,1992,0,0,0,7
CHA,1996,0,0,0,4
CHA,2000,0,0,0,3
CHA,2004,0,0,0,1
CHA,2008,0,0,0,2
CHA,2012,0,0,0,2
CHA,2016,0,0,0,2
CHI,1912,0,0,0,28
CHI,1920,0,0,0,2
CHI,1924,0,0,0,18
CHI,1928,0,1,0,46
CHI,1936,0,0,0,56
CHI,1948,0,0,0,72
CHI,1952,0,4,0,82
CHI,1956,0,2,2,43
CHI,1960,0,0,0,9
CHI,1964,0,0,0,16
CHI,1968,0,0,0,25
CHI,1972,0,0,0,13
CHI,1976,0,0,0,9
CHI,1984,0,0,0,64
CHI,1988,0,1,0,23
CHI,1992,0,0,0,15
CHI,1996,0,0,0,24
CHI,2000,0,0,17,58
CHI,2004,3,0,1,29
CHI,2008,0,1,0,29
CHI,2012,0,0,0,44
CHI,2016,0,0,0,47
CHN,1932,0,0,0,2
CHN,1936,0,0,0,65
CHN,1948,0,0,0,33
CHN,1952,0,0,0,1
CHN,1984,24,13,37,323
CHN,1988,6,16,30,427
CHN,1992,18,45,19,394
CHN,1996,19,70,17,438
CHN,2000,39,23,17,414
CHN,2004,52,27,15,518
CHN,2008,74,53,57,730
CHN,2012,56,40,29,479
CHN,2016,46,30,37,499
CIV,1964,0,0,0,10
CIV,1968,0,0,0,11
CIV,1972,0,0,0,13
CIV,1976,0,0,0,11
CIV,1984,0,1,0,18
CIV,1988,0,0,0,29
CIV,1992,0,0,0,18
CIV,1996,0,0,0,13
CIV,2000,0,0,0,18
CIV,2004,0,0,0,5
CIV,2008,0,0,0,22
CIV,2012,0,0,0,10
CIV,2016,1,0,1,15
CMR,1964,0,0,0,2
CMR,1968,0,1,0,5
CMR,1972,0,0,0,18
CMR,1976,0,0,0,4
CMR,1980,0,0,0,29
CMR,1984,0,0,1,56
CMR,1988,0,0,0,21
CMR,1992,0,0,0,12
CMR,1996,0,0,0,19
CMR,2000,18,0,0,39
CMR,2004,1,0,0,19
CMR,2008,1,0,0,32
CMR,2012,0,0,0,32
CMR,2016,0,0,0,22
COD,1968,0,0,0,8
COD,1984,0,0,0,9
COD,1988,0,0,0,21
COD,1992,0,0,0,19
COD,1996,0,0,0,14
COD,2000,0,0,0,3
COD,2004,0,0,0,6
COD,2008,0,0,0,5
COD,2012,0,0,0,4
COD,2016,0,0,0,4
COK,1988,0,0,0,8
COK,1992,0,0,0,2
COK,1996,0,0,0,3
COK,2000,0,0,0,2
COK,2004,0,0,0,3
COK,2008,0,0,0,4
COK,2012,0,0,0,9
COK,2016,0,0,0,9
COL,1900,0,1,0,1
COL,1932,0,0,0,2
COL,1936,0,0,0,6
COL,1948,0,0,0,11
COL,1956,0,0,0,47
COL,1960,0,0,0,23
COL,1964,0,0,0,40
COL,1968,0,0,0,70
COL,1972,0,1,2,75
COL,1976,0,0,0,44
COL,1980,0,0,0,28
COL,1984,0,1,0,48
COL,1988,0,0,1,57
COL,1992,0,0,1,61
COL,1996,0,0,0,62
COL,2000,1,0,0,54
COL,2004,0,0,2,71
COL,2008,0,1,1,90
COL,2012,1,3,4,120
COL,2016,3,2,3,157
COM,1996,0,0,0,4
COM,2000,0,0,0,2
COM,2004,0,0,0,3
COM,2008,0,0,0,3
COM,2012,0,0,0,3
COM,2016,0,0,0,4
CPV,1996,0,0,0,3
CPV,2000,0,0,0,2
CPV,2004,0,0,0,3
CPV,2008,0,0,0,2
CPV,2012,0,0,0,3
CPV,2016,0,0,0,5
CRC,1936,0,0,0,1
CRC,1964,0,0,0,2
CRC,1968,0,0,0,27
CRC,1972,0,0,0,4
CRC,1976,0,0,0,10
CRC,1980,0,0,0,37
CRC,1984,0,0,0,32
CRC,1988,0,1,0,33
CRC,1992,0,0,0,20
CRC,1996,1,0,0,13
CRC,2000,0,0,2,9
CRC,2004,0,0,0,21
CRC,2008,0,0,0,8
CRC,2012,0,0,0,11
CRC,2016,0,0,0,12
CRO,1992,0,12,3,46
CRO,1996,16,12,0,117
CRO,2000,1,0,9,108
CRO,2004,15,3,3,100
CRO,2008,0,2,3,125
CRO,2012,15,4,16,118
CRO,2016,7,15,2,93
CRT,1906,0,0,0,11
CUB,1900,1,1,0,2
CUB,1904,5,0,0,6
CUB,1924,0,0,0,13
CUB,1928,0,0,0,1
CUB,1932,0,0,0,3
CUB,1948,0,2,0,112
CUB,1952,0,0,0,57
CUB,1956,0,0,0,24
CUB,1960,0,0,0,21
CUB,1964,0,1,0,76
CUB,1968,0,10,0,227
CUB,1972,3,1,18,201
CUB,1976,6,4,14,194
CUB,1980,8,7,5,288
CUB,1992,42,13,14,196
CUB,1996,37,8,10,178
CUB,2000,18,35,12,271
CUB,2004,32,8,22,177
CUB,2008,2,34,11,171
CUB,2012,5,3,6,118
CUB,2016,5,2,4,143
CYP,1980,0,0,0,15
CYP,1984,0,0,0,12
CYP,1988,0,0,0,11
CYP,1992,0,0,0,19
CYP,1996,0,0,0,24
CYP,2000,0,0,0,24
CYP,2004,0,0,0,21
CYP,2008,0,0,0,18
CYP,2012,0,1,0,13
CYP,2016,0,0,0,21
CZE,1996,4,5,4,169
CZE,2000,2,3,4,162
CZE,2004,1,6,6,171
CZE,2008,3,4,0,158
CZE,2012,4,4,6,159
CZE,2016,1,2,12,135
DEN,1896,1,2,3,15
DEN,1900,4,3,2,36
DEN,1906,14,19,1,68
DEN,1908,0,14,3,107
DEN,1912,5,49,33,233
DEN,1920,26,44,1,246
DEN,1924,2,9,3,158
DEN,1928,6,5,4,122
DEN,1932,0,7,4,94
DEN,1936,0,3,3,173
DEN,1948,7,17,27,253
DEN,1952,3,1,5,201
DEN,1956,1,4,1,51
DEN,1960,2,17,4,109
DEN,1964,7,1,4,71
DEN,1968,5,6,6,93
DEN,1972,1,0,0,155
DEN,1976,3,0,5,81
DEN,1980,4,2,2,60
DEN,1984,0,3,10,74
DEN,1988,3,1,3,130
DEN,1992,3,2,9,144
DEN,1996,21,1,1,145
DEN,2000,18,3,4,124
DEN,2004,19,1,9,115
DEN,2008,6,7,6,108
DEN,2012,3,5,8,149
DEN,2016,15,10,16,143
DJI,1984,0,0,0,3
DJI,1988,0,0,1,6
DJI,1992,0,0,0,8
DJI,1996,0,0,0,5
DJI,2000,0,0,0,2
DJI,2008,0,0,0,2
DJI,2012,0,0,0,4
DJI,2016,0,0,0,8
DMA,1996,0,0,0,6
DMA,2000,0,0,0,4
DMA,2004,0,0,0,2
DMA,2008,0,0,0,2
DMA,2012,0,0,0,2
DMA,2016,0,0,0,2
DOM,1964,0,0,0,1
DOM,1968,0,0,0,24
DOM,1972,0,0,0,5
DOM,1976,0,0,0,11
DOM,1980,0,0,0,7
DOM,1984,0,0,1,24
DOM,1988,0,0,0,18
DOM,1992,0,0,0,32
DOM,1996,0,0,0,16
DOM,2000,0,0,0,13
DOM,2004,1,0,0,33
DOM,2008,1,1,0,27
DOM,2012,1,1,0,36
DOM,2016,0,0,1,30
ECU,1924,0,0,0,4
ECU,1968,0,0,0,41
ECU,1972,0,0,0,4
ECU,1976,0,0,0,8
ECU,1980,0,0,0,16
ECU,1984,0,0,0,15
ECU,1988,0,0,0,15
ECU,1992,0,0,0,15
ECU,1996,1,0,0,28
ECU,2000,0,0,0,11
ECU,2004,0,0,0,18
ECU,2008,0,1,0,26
ECU,2012,0,0,0,36
ECU,2016,0,0,0,40
EGY,1906,0,0,0,5
EGY,1920,0,0,0,22
EGY,1924,0,0,0,30
EGY,1928,2,1,1,43
EGY,1936,2,1,2,66
EGY,1948,2,2,1,166
EGY,1952,0,0,1,196
EGY,1956,0,0,0,6
EGY,1964,0,0,0,83
EGY,1968,0,0,0,35
EGY,1972,0,0,0,26
EGY,1976,0,0,0,26
EGY,1984,0,1,0,148
