Name,Bronze,Gold,Silver,Total
Ren Fernand Alexandre Mourlon,0,0,1,1
Ren Zacharie Alfred Lorain,0,0,1,1
Renate Boy-Garisch-Culmberger,0,0,1,1
Reuben Seroney Kosgei,0,1,0,1
Rhadi Ben Abdesselam,0,0,1,1
Richard Aldrich "Rink" Babka,0,0,1,1
Richard Charles "Rick" Mitchell,0,0,1,1
Richard Charles "Rick" Wohlhuter,1,0,0,1
Richard Chelimo,0,0,1,1
Richard Corts,0,0,1,1
Richard Douglas "Dick" Fosbury,0,1,0,1
Richard Frederick Remer,1,0,0,1
Richard Kevan Gosper,0,0,1,1
Richard Kipkemboi Mateelong,1,0,0,1
Richard Krebs,0,0,1,1
Richard Lee "Dick" Cochran,1,0,0,1
Richard Leslie "Dick" Byrd,0,0,1,1
Richard Nicholson "Dick" Ripley,1,0,0,1
Richard Vaughn "Dick" Stebbins,0,1,0,1
Richard Wayne "Dick" Howard,1,0,0,1
Richmond Wilcox "Dick" Landon,0,1,0,1
"Rita Khne (-Andrich, -Schiemann)",0,1,0,1
Robbie Ian Brightwell,0,0,1,1
Robert "Bob" Beamon,0,1,0,1
Robert "Bobby" Cloughen,0,0,1,1
Robert Alexander Lindsay,0,1,0,1
Robert Allan "Bob" Kiesel,0,1,0,1
Robert Allen "Bob" Gutowski,0,0,1,1
Robert C. Chef d'Htel,0,0,1,1
Robert Clark "Bob" Young,0,0,1,1
Robert Earl "Bob" McMillen,0,0,1,1
Robert Esmie,0,1,0,1
Robert Grandison "Bob" Leavitt,0,1,0,1
Robert Harting,0,1,0,1
Robert Henri Marchal,1,0,0,1
Robert Howard "Bob" Bennett,1,0,0,1
Robert Hyatt "Bob" Clark,0,0,1,1
Robert John "Rob" Tobin,1,0,0,1
Robert Karl "Robbie" Grabarz,1,0,0,1
Robert Keyser "Bob" Schul,0,1,0,1
Robert Logan "Bob" Van Osdel,0,0,1,1
Robert Lucien Pierre "Bob" LeGendre,1,0,0,1
Robert Morton Newburgh "Bob" Tisdall,0,1,0,1
Robert Ouko,0,1,0,1
Robert Schurrer,0,0,1,1
Robert Wade "Bob" King,0,1,0,1
Robert Zmlk,0,1,0,1
Robert' Shavlaq'adze,0,1,0,1
Roberta Brunet,1,0,0,1
Roberto Hernndez Prendes,0,0,1,1
Roberto Saturnino Moya Sandoval,1,0,0,1
Roberto Tozzi,1,0,0,1
Rodion Aksanovich Gataullin,0,0,1,1
"Rodney ""Rod"" Milburn, Jr.",0,1,0,1
Rodney Phillip "Rod" Dixon,1,0,0,1
Roger "Jack" Parker,1,0,0,1
Roger Moens,0,0,1,1
Roland Wieser,1,0,0,1
Roman Anatoliyovych Shchurenko,1,0,0,1
Romeo Bertini,0,0,1,1
Romy Mller (Schneider-),0,1,0,1
Ronald Hugh "Ron" Morris,0,0,1,1
Ronald James "Ron" Brown,0,1,0,1
Ronald Michael "Ronnie" Delany,0,1,0,1
Ronald Pognon,1,0,0,1
Ronald Ray "Ronnie Ray" Smith,0,1,0,1
Ronald William "Ron" Clarke,1,0,0,1
Ronell Joshua "Josh" Mance,0,0,1,1
Ronetta Jamilah Smith,1,0,0,1
Rosalyn Evette Bryant (-Clark),0,0,1,1
Rosemarie "Rosie" Witschas-Ackermann,0,1,0,1
Rosina "Rosa" Kellner (-Schimpfauer),1,0,0,1
Rotimi Peters,1,0,0,1
Roxbert Martin,1,0,0,1
Rudolf (-Rezs) Bauer,0,1,0,1
Rudolf Pavlovych Povarnitsyn,1,0,0,1
Rudolf Waldemar "Rudi" Harbig,1,0,0,1
Ruggero Maregatti,1,0,0,1
Ruhi Saralp,1,0,0,1
Rui Manuel Monteiro da Silva,1,0,0,1
Rusheen McDonald,0,0,1,1
Ruth Augusta Svedberg,1,0,0,1
Ruth Beita Vila,0,1,0,1
Ruth Irene Osburn,0,0,1,1
Ruth Jebet,0,1,0,1
Ryan Crouser,0,1,0,1
Ryota Yamagata,0,0,1,1
Ryszard Katus,1,0,0,1
Ryszard Podlas,0,0,1,1
SAALBERG Eveline,0,0,1,1
SAMBA-MAYELA Cyrena,0,0,1,1
SAMUKONGA Muzala,1,0,0,1
SCOTCH Leungo,0,0,1,1
SEDJATI Djamel,1,0,0,1
SIMBINE Akani,0,0,1,1
SONG Jiayuan,1,0,0,1
STONA Roje,0,1,0,1
Sabin William Carr,0,1,0,1
Sabine Braun,1,0,0,1
Sabine Busch (-Ascui),1,0,0,1
Sabine Christine Everts (-Thomaskamp),1,0,0,1
"Sabine John (Mbius-, -Paetz)",0,0,1,1
Saida Gunba (-Kikidze),0,0,1,1
Salah Hissou,1,0,0,1
Sally Jepkosgei Kipyego,0,0,1,1
Salvatore Antibo,0,0,1,1
Salvatore Morale,1,0,0,1
Sam Kendricks,1,0,0,1
Samantha Henry-Robinson,0,0,1,1
Samson Kitur,1,0,0,1
Samuel "Sam" Ferris,0,0,1,1
Samuel Glenn Hartranft,0,0,1,1
Samuel Kamau "Sammy" Wanjiru,0,1,0,1
Samuel Matete,0,0,1,1
Samuel Rafael "Sameli" Tala,0,1,0,1
Samuel Symington "Sam" Jones,0,1,0,1
Sandi Morris,0,0,1,1
Sandra Marie Douglas,1,0,0,1
Sandra Marie Farmer-Patrick (Miller-),0,0,1,1
Sandro Ricardo Rodrigues Viana,1,0,0,1
Sanjay Claude Ayre,0,0,1,1
Sara Kolak,0,1,0,1
Sara Slott-Bruun Petersen,0,0,1,1
Satymkul Dzhumanazarov,1,0,0,1
Saul Weigopwa,1,0,0,1
Schillonie Calvert,0,0,1,1
Schuyler Colfax "Sky" Enck,1,0,0,1
Semyon Ivanovich Rzhishchin,1,0,0,1
Seppo Tapio Aleksanteri Korjus,0,1,0,1
Sergey Aleksandrovich Kirdyapkin,0,1,0,1
Sergey Petrovich Klyugin,0,1,0,1
Sergey Viktorovich Zhelanov,1,0,0,1
Serhiy Nazarovych "Sergey" Bubka,0,1,0,1
Shalane Flanagan (-Edwards),0,0,1,1
Shashalee Forbes,0,0,1,1
Shaunae Miller (-Uibo),0,1,0,1
Sheena Johnson-Tosta,0,0,1,1
"Sheila Ann Echols (-Williams, -Gross)",0,1,0,1
Sheila Hilary Parkin-Sherwood,0,0,1,1
Sheila Rena Ingram,0,0,1,1
Sheila W. Lerwill (Alexander-),0,0,1,1
Shingo Suetsugu,0,0,1,1
Shinji Takahira,0,0,1,1
Shirley Cawley (-Berry),1,0,0,1
Shirley Elaine Strong,0,0,1,1
Shoryu (Sung-Yong) Nan (Nam),1,0,0,1
Shota Iizuka,0,0,1,1
Si Tianfeng,1,0,0,1
Sidney Herbert Hatch,0,0,1,1
Siegfried "Siggi" Wentz,1,0,0,1
Siegrun Siegl (Thon-),0,1,0,1
Sigrun Wodars-Grau (Ludwigs-),0,1,0,1
Silas Edward "Eddie" Southern,0,0,1,1
Silke Mller (Gladisch-),0,0,1,1
Silke Renk (-Lange),0,1,0,1
Silvio Leonard Sarra,0,0,1,1
Simeon Galvez Toribio,1,0,0,1
Simeon Garland "Sim" Iness,0,1,0,1
Simone Facey,0,0,1,1
Sndor Rozsnyi (Rosner-),0,0,1,1
Sofia Assefa Abebe,1,0,0,1
Son Gi-Jeong,0,1,0,1
Sonia May Lannaman (-Garmston),1,0,0,1
Sonia O'Sullivan,0,0,1,1
Sophie Hitchon,1,0,0,1
Sotirios Versis,1,0,0,1
Spyridon "Spyros" Louis,0,1,0,1
"Stacy Rene Dragila (Mikaelsen-, -Waltz)",0,1,0,1
Stanley Brooks "Stan" Glover,1,0,0,1
Stanley Frank "Stan" Vickers,1,0,0,1
Stefan Christian Holm,0,1,0,1
Stefan Junge,0,0,1,1
Stefanie "Steffi" Nerius,0,0,1,1
Stefano Baldini,0,1,0,1
Stefano Malinverni,1,0,0,1
Sten Karl Leopold Pettersson,1,0,0,1
Stephan Timo Freigang,1,0,0,1
Stephanie "Steffi" Graf (-Zitny),0,0,1,1
Stephanie Karenmonica Brown-Trafton,0,1,0,1
Stephen "Steve" Cram,0,0,1,1
Stephen Andrew "Steve" Seymour (-Cohen),0,0,1,1
Stephen Arusei Kipkorir Anyim,1,0,0,1
Stephen Eugene "Steve" Anderson,0,0,1,1
Stephen Kiprotich,0,1,0,1
Stephen Newbold,1,0,0,1
Stephenie Ann McPherson,0,0,1,1
Sterling Dale Hinds,1,0,0,1
Steven Earl "Steve" Riddick,0,1,0,1
Steven Gardiner,1,0,0,1
Steven Leslie "Steve" Hooker,0,1,0,1
Sueo Oe,1,0,0,1
Sui Xinmei,0,0,1,1
Suleiman Nyambui,0,0,1,1
Sulo Richard Brlund,0,0,1,1
Sunday Bada,0,1,0,1
Sunday Uti,1,0,0,1
Sunder Lamont Nix,0,1,0,1
Sunette Stella Viljoen,0,0,1,1
Susan Christina "Sue" Hearnshaw (-Telfer),1,0,0,1
Sven Anders Grderud,0,1,0,1
Sven August Malm,1,0,0,1
Sven Emil Lundgren,1,0,0,1
Sven Otto Nilsson,1,0,0,1
Sverre Hilmar Hansen,1,0,0,1
Svetlana Ivanovna "Esfir" Dolzhenko-Krachevskaya,0,0,1,1
Svetlana Valentinovna Goncharenko (Doronina-),1,0,0,1
Svetlana Vladimirovna Krivelyova,0,1,0,1
Svetlana Vladimirovna Shkolina,1,0,0,1
Sylvia Cheeseman (-Disley),1,0,0,1
Sylviane Flix,1,0,0,1
Sylvio Paul Cator,0,0,1,1
Szymon Zikowski,0,1,0,1
TENTOGLOU Miltiadis,0,1,0,1
TERRY Twanisha,0,1,0,1
THIAM Nafissatou,0,1,0,1
THOMPSON Kishane,0,0,1,1
TOLA Tamirat,0,1,0,1
Tadeusz Rut,1,0,0,1
Taisiya Filippovna Chenchik,1,0,0,1
Tamara Andreyevna Tyshkevich,0,1,0,1
Tamara Vladimirovna Bykova,1,0,0,1
Tamirat Tola Abera,1,0,0,1
Tariku Bekele Beyecha,1,0,0,1
Tatiana Grigorieva,0,0,1,1
Tatyana Alekseyevna Kolpakova (-Abbyasova),0,1,0,1
"Tatyana Andreyevna Talysheva (-Volkova, -Tregub)",1,0,0,1
Tatyana Dmitriyevna Lesovaya (Starodubtseva-),1,0,0,1
Tatyana Gennadyevna Goyshchik (-Nasonova),0,1,0,1
Tatyana Ivanovna Tomashova,0,0,1,1
Tatyana Leonidovna Veshkurova,0,0,1,1
Tatyana Mikhaylovna Anisimova (Poluboyarova-),0,0,1,1
Tatyana Petrovna Providokhina (-Fedorenko),1,0,0,1
Tatyana Sergeyevna Shchelkanova,1,0,0,1
Tatyana Valeryevna Petrova-Arkhipova,1,0,0,1
Tatyana Viktorovna Lysenko (-Beloborodova),0,1,0,1
Taylor Ellis-Watson,0,1,0,1
Tell Schirnding Berna,0,1,0,1
Terence Lloyd Johnson,1,0,0,1
Tereza Moncheva Marinova,0,1,0,1
Tero Kristian Pitkmki,1,0,0,1
Tesfaye Tola,1,0,0,1
Tetiana Viktorivna Skachko (Pakhovska-),1,0,0,1
Tetiana Viktorivna Tereshchuk-Antypova,1,0,0,1
Thaddeus Rutter "Thad" Shideler,0,0,1,1
Thelma Elizabeth Hopkins (-McClernon),0,0,1,1
Themistoklis Diakidis,1,0,0,1
Theodore William "Bill" Bruce,0,0,1,1
Theodorus Jacobus Leonardus "Dick" Quax,0,0,1,1
Theresa Ione "Tessa" Sanderson (-White),0,1,0,1
Thiago Braz da Silva,0,1,0,1
Thierry Georges Vigneron,1,0,0,1
Thomas "Tom" Evenson,0,0,1,1
Thomas Francis "Tom" Cronan,1,0,0,1
Thomas Francis "Tom" Farrell,1,0,0,1
Thomas Francis "Tom" Kiely,0,1,0,1
Thomas Frederick Humphreys,1,0,0,1
Thomas John "Tom" Hicks,0,1,0,1
Thomas John "Tom" Lieb,1,0,0,1
Thomas John Henry "Tom" Richards,0,0,1,1
Thomas Lionel "Tom" Hill,1,0,0,1
Thomas Munkelt,0,1,0,1
Thomas Pelham "Tom" Curtis,0,1,0,1
Thomas Pkemei Longosiwa,1,0,0,1
Thomas Rhler,0,1,0,1
Thomas Theodore Jefferson,1,0,0,1
Thomas William "Tommy" Green,0,1,0,1
Tia Hellebaut (Van Haver-),0,1,0,1
Timothy "Tim" Mack,0,1,0,1
Timothy Alexander "Tim" Munnings,1,0,0,1
Timothy Charles "Tim" Forsyth,1,0,0,1
Timothy Joseph "Tim" Ahearne,0,1,0,1
Timothy Joseph Michael "Tim" Graham,0,0,1,1
Timothy Kitum,1,0,0,1
Timothy M. "Tim" Harden,0,0,1,1
Toby Lynn Stevenson,0,0,1,1
Todd Anthony Bennett,0,0,1,1
Toivo Aarne Loukola,0,1,0,1
Toivo Armas Hyytiinen,1,0,0,1
Tom Dvok,1,0,0,1
Tomas "Tom" Walsh,1,0,0,1
Tommie C. Smith,0,1,0,1
Tonique Williams-Darling,0,1,0,1
Tonja Yvette Buford-Bailey,1,0,0,1
Tore Ingemar Sjstrand,0,1,0,1
Torri Mechelle Edwards,1,0,0,1
Torsten Voss,0,0,1,1
Trebisonda "Ondina" Valla (-De Lucchi),0,1,0,1
Trevor Graham,0,0,1,1
Troy McIntosh,1,0,0,1
Tsegaye Kebede Wordofa,1,0,0,1
Tullio Gonnelli,0,0,1,1
Uchenna Emedolu,1,0,0,1
Ulf-Bla Timmermann,0,1,0,1
Ulis C. Williams,0,1,0,1
Ulrike Klapezynski-Bruns,1,0,0,1
"Ursula ""Ulla"" Donath (Jurewitz-, -Brehme-)",1,0,0,1
Ursula Knab (-Schlicksupp),0,0,1,1
Urszula Kielan (-Lipiec),0,0,1,1
Uta Rohlnder (-Fromm),1,0,0,1
Ute Hommola,1,0,0,1
Ute Thimm (Finger-),1,0,0,1
Uwe Beyer,1,0,0,1
VICTOR Lindon,1,0,0,1
VIDTS Noor,1,0,0,1
Vadim Anatolyevich Devyatovsky,0,0,1,1
Vadims Vasievskis,0,0,1,1
Vala R. Flosadttir,1,0,0,1
Valent Massana Gracia,1,0,0,1
Valentin Aleksandrovich Gavrilov,1,0,0,1
Valentyna Vasylivna Kozyr (-Avilova),1,0,0,1
Valeria "Valy" Ionescu (-Constantin),0,0,1,1
Valeria Bufanu-tefnescu,0,0,1,1
Valeriano Pompeo Maurizio "Valerio" Arri,1,0,0,1
Valeriy Vasylovych Pidluzhniy,1,0,0,1
Valeriy Viktorovich Borchin,0,1,0,1
Vanderlei Cordeiro de Lima,1,0,0,1
Vasilka Rafailova Stoeva (Malusheva-),1,0,0,1
Vasily Borisovich Kaptyukh,1,0,0,1
Vasily Vasilyevich Rudenkov,0,1,0,1
Vasily Vladimirovich Khmelevsky,1,0,0,1
Vasyl Albertovych Arkhypenko,0,0,1,1
Vebjrn Rodal,0,1,0,1
Veikko Leo Karvonen,1,0,0,1
Veniamin Vasilyevich Soldatenko,0,0,1,1
Verne Hobson Booth,0,0,1,1
Victor Henry Augustus "Vic" d'Arcy,0,1,0,1
Viktor Arkadiyovych Bryzhin,0,1,0,1
Viktor Ivanovich Rashchupkin,0,1,0,1
Viktor Petrovich Kravchenko,1,0,0,1
Viktor Volodymyrovych Burakov,0,1,0,1
Viktoriya Ivanivna "Vita" Stopina,1,0,0,1
Vilhjlmur Einarsson,0,0,1,1
Vilho Aleksander Niittymaa,0,0,1,1
Vilmos (Wilhelm von) Rcz,1,0,0,1
Vilmos Varj,1,0,0,1
Vin Jeremias Sipil,0,1,0,1
Vin Selim Heikkil (-Rauvola),0,0,1,1
Vin Villiam Siikaniemi (Siegberg-),0,0,1,1
Vincent Paul Nihill,0,0,1,1
Viola Myers,1,0,0,1
Violet Blanche Webb (-Simpson),1,0,0,1
Violet Rose Olney (-Parish),0,0,1,1
Violeta Beclea-Szekely,0,0,1,1
Violeta Quesada Daz,0,0,1,1
Viorica Viscopoleanu (Belmega-),0,1,0,1
Vira Ivanivna Popkova (Kabreniuk-),1,0,0,1
Vira Samulivna Kalashnykova-Krepkina,0,1,0,1
Vitaly Anatolyevich Savin,0,1,0,1
Vladimir Dmitriyevich Kazantsev,0,0,1,1
Vladimir Mikhaylovich Goryayev,0,0,1,1
Vladimir Nikolayevich Lovetsky,0,0,1,1
Vladimir Valentinovich Krylov,0,1,0,1
Vladimir Vasilyevich Andreyev,1,0,0,1
Vladimir Vladimirovich Dubrovshchik,0,0,1,1
Vnuste Niyongabo,0,1,0,1
Voitto Valdemar Hellstn,1,0,0,1
Volodymyr Viktorovych Kyselov,0,1,0,1
Vra Pospilov-Cechlov,1,0,0,1
Vronique Mang,1,0,0,1
Vyacheslav Ivanovich Ivanenko,0,1,0,1
Vyacheslav Nikolayevich Lykho,1,0,0,1
W. James Hatton,0,0,1,1
WALAZA Bayanda,0,0,1,1
WANYONYI Emmanuel,0,1,0,1
WARHOLM Karsten,0,0,1,1
WESCHE Maddison-Lee,0,0,1,1
WHITTAKER Isabella,0,0,1,1
WILLIAMS Bianca,0,0,1,1
Wadysaw Komar,0,1,0,1
Wadysaw Kozakiewicz,0,1,0,1
Walter Francis "Buddy" Davis,0,1,0,1
Walter Freeman,0,0,1,1
Walter Harold Porter,0,0,1,1
Walter Krger,0,0,1,1
Walter Lee McCoy,0,1,0,1
Walter Mahlendorf,0,1,0,1
Wang Liping,0,1,0,1
Wang Yan,1,0,0,1
Warren Antonio Weir,1,0,0,1
Warren Jay "Rex" Cawley,0,1,0,1
Wayde van Niekerk,0,1,0,1
Wayne Curtis Collett,0,0,1,1
Wendy Sly (Smith-),0,0,1,1
Werner "Harry" Storz,0,0,1,1
Werner Gnthr,1,0,0,1
Werner Lueg,1,0,0,1
Wiesaw Jan Maniak,0,0,1,1
Wilbur Marvin Thompson,0,1,0,1
Wilfred Kipkemboi Bungei,0,1,0,1
Wilfred Paulin Nichol,0,0,1,1
Wilhelm "Ville" Kyrnen,0,0,1,1
Wilhelm "Willy" Schrer,0,0,1,1
"Willard Lewis Tibbetts, Jr.",1,0,0,1
Willi Holdorf,0,1,0,1
William "Bill" Roberts,0,1,0,1
William Anthony "Bill" Toomey,0,1,0,1
William Bruce (-Caitlyn Marie) Jenner,0,1,0,1
William Coales,0,1,0,1
William Craig Moore,1,0,0,1
William David "Bill" Schmidt,1,0,0,1
William DeHart Hubbard,0,1,0,1
William Edwards "Bill" Stevenson,0,1,0,1
"William Franklin ""Bill"" Porter, III",0,1,0,1
William Franklin "Frank" Hamilton,0,1,0,1
William Frederick "Bill" Crothers,0,0,1,1
William Gottlieb (Wilhelm-) Frank,1,0,0,1
William Halpenny,1,0,0,1
William Herbert "Bill" Droegemueller,0,0,1,1
William John "Bill" Cox,1,0,0,1
William John "Billy" Sherring,0,1,0,1
William Joseph "Bill" Holland,0,0,1,1
William Kenneth "Ken" Carpenter,0,1,0,1
William Kiptarus Tanui,0,1,0,1
William Lee "Willie" May,0,0,1,1
William Mervin "Billy" Mills,0,1,0,1
William Preston "Bill" Miller,0,0,1,1
William Scott,1,0,0,1
William Solon "Bill" Dellinger,1,0,0,1
William Waring "Bill" Miller,0,1,0,1
William Welles "Bill" Hoyt,0,1,0,1
"William Wesley Coe, Jr.",0,0,1,1
"Willie James Smith, III",0,1,0,1
Willie Samuel Steele,0,1,0,1
Wilson Boit Kipketer,0,0,1,1
Wilson Kipsang Kiprotich,1,0,0,1
Wojciech Nowicki,1,0,0,1
Wolfgang Hanisch,1,0,0,1
Wolfgang Reinhardt,0,0,1,1
Wolfgang Schmidt,0,0,1,1
Wolrad Eberle,1,0,0,1
Xenia Stad-de Jong (-van Bijlevelt),0,1,0,1
Ximena Restrepo Gaviria,1,0,0,1
Xing Huina,0,1,0,1
YANG Jiayu,0,1,0,1
YAVI Winfred,0,1,0,1
Yang Chuan-Kwang "C. K.",0,0,1,1
Yanina Dislavovna Provalinskaya-Karolchik,0,1,0,1
Yarelis Barrios Castaeda,0,0,1,1
Yarisley Silva Rodrguez,0,0,1,1
Yaroslav Vladimirovich Rybakov,1,0,0,1
Yasmani Copello Escobar,1,0,0,1
Yekaterina Gennadyevna Volkova (-Mastrova),1,0,0,1
Yekaterina Ivanovna Poistogova (Zavyalova-),1,0,0,1
Yelena Aleksandrovna Sokolova (Kremnyova-),0,0,1,1
Yelena Anatolyevna Lashmanova,0,1,0,1
Yelena Borisovna Yelesina,0,1,0,1
Yelena Ivanovna Ruzina (Rykunova-),0,1,0,1
Yelena Nikolayevna Romanova (Malykina-),0,1,0,1
Yelena Sergeyevna Migunova,0,0,1,1
Yelena Vladimirovna Prokhorova,0,0,1,1
Yelena Vladimirovna Slesarenko (Sivushenko-),0,1,0,1
Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya),0,0,1,1
Yelyzaveta Viktorivna Bryzhina,1,0,0,1
Yevgeniy Yuryevich Lukyanenko,0,0,1,1
Yevgeniya Nikolayevna Kolodko,0,0,1,1
Yevgeniya Yevgeniyevna Polyakova,0,1,0,1
Yevgeny Ivanovich Maskinskov,0,0,1,1
Yevgeny Mikhaylovich Gavrilenko,1,0,0,1
Yevgeny Mikhaylovich Ivchenko,1,0,0,1
Yevgeny Vasilyevich Mironov,0,0,1,1
Yevhen Oleksandrovych Arzhanov,0,0,1,1
Yoel Garca Luis,0,0,1,1
Yoelbi Luis Quesada Fernndez,1,0,0,1
Yoshihide Kiryu,0,0,1,1
Yulimar del Valle Rojas Rodrguez,0,0,1,1
Yuliya Gennadyevna Tabakova (-Bubnenkova),0,0,1,1
Yuliya Igorevna Chermoshanskaya,0,1,0,1
"Yuliya Mikhaylovna Zaripova (Ivanova-, -Zarudneva-)",0,1,0,1
Yuliya Viktorovna Nesterenko (Bartsevich-),0,1,0,1
Yuliya Vladimirovna Sotnikova,1,0,0,1
Yumileidi Cumb Jay,0,1,0,1
Yunaika Crawford Rogert,1,0,0,1
Yury Mikhaylovich Borzakovsky,0,1,0,1
Yury Mikhaylovich Kutsenko,0,0,1,1
Yury Nikolayevich Lituyev,0,0,1,1
Yvette Winifred Williams (-Corlett),0,1,0,1
Yvonne Carol Grace Murray (-Mooney),1,0,0,1
ZHAO Jie,1,0,0,1
Zbigniew Jaremski,0,0,1,1
Zdzisaw Ludwik Krzyszkowiak,0,1,0,1
Zenon Licznerski,0,0,1,1
Zersenay Tadesse Habtesilase,1,0,0,1
Zhou Chunxiu,1,0,0,1
Zhu Jianhua,1,0,0,1
Zoltn Kvg,0,0,1,1
Zuzana Hejnov,1,0,0,1
de WITTE Lisanne,0,0,1,1
dn Bodor (Krausz-),1,0,0,1
dn Fldessy,1,0,0,1
dos SANTOS Alison,1,0,0,1
lodie Oudraogo,0,0,1,1
mile Ali Khan,0,0,1,1
mile Julien Champion,0,0,1,1
mile Torcheboeuf,1,0,0,1
rka Kaprkov,1,0,0,1
tienne Gailly,1,0,0,1
van DYK Jo-Ane,0,0,1,1
van de WIEL Anne,0,0,1,1
van der SCHOOT Myrte,0,0,1,1
