Name,Bronze,Gold,Silver,Total
Joseph Isaac Schooling,0,1,0,1
Joseph Thomas "Joe" Verdeur,0,1,0,1
Josh Prenot,0,0,1,1
Joshua John "Josh" Watson,0,0,1,1
Jrg Hoffmann,1,0,0,1
Judith Anne "Judy" Reeder,0,1,0,1
"Judith Brenda Grinham (-Rowley, -Roe)",0,1,0,1
Judith Ellen "Judy" Melick,0,1,0,1
Judith Joy "Judy-Joy" Davies,1,0,0,1
Judith White "Judy" Playfair,0,0,1,1
Jules Louis Verbecke (Gaillard-),0,0,1,1
Julia Emma Greville (-Radley),1,0,0,1
Julia Gray Stowers,0,1,0,1
Julian Paul Carroll,0,0,1,1
Julie Maree McDonald,1,0,0,1
Junichi Miyashita,1,0,0,1
Junko Onishi,1,0,0,1
Justin Neville Norris,1,0,0,1
Justin William Lemberg,1,0,0,1
Jzsef Munk,0,0,1,1
Jzsef Szab,0,1,0,1
Jzsef nody,0,1,0,1
KIBLER Drew,0,0,1,1
KIM Woomin,1,0,0,1
KING Lilly,0,1,0,1
KING Matt,0,1,0,1
KIRPICHNIKOVA Anastasiia,0,0,1,1
KONG Yaqi,1,0,0,1
KOS Hubert,0,1,0,1
Karen Anne Phillips (-Higgison),0,0,1,1
Karen Lynne Moras (-Stephenson),1,0,0,1
Karen Patricia Moe-Thornton (-Humphreys),0,1,0,1
Karin Brienesse,0,0,1,1
Karl Oskar Georg Werner,1,0,0,1
Katerine Savard,1,0,0,1
"Katherine Louise Rawls (-Thompson, -Green)",1,0,0,1
Kathleen Nord (-Schwartz),0,1,0,1
Kathleen Russell (-Barlow),1,0,0,1
Kathrin Zimmermann,0,0,1,1
Kathryn Elizabeth "Kay" Knapp (-Norton),0,0,1,1
Kathryn Paige Zemina (-Northcutt),1,0,0,1
Katsuki Ishihara,1,0,0,1
Kazuo Noda,0,0,1,1
Kazuo Tomita,1,0,0,1
Kazuo Watanabe,1,0,0,1
Keigo Shimizu,1,0,0,1
Keith Eyre Carter,0,0,1,1
Keith Lindsay Hugh Kirkland,0,0,1,1
Kelsi Worrell,0,1,0,1
Keltie Mayken Duggan (-Graboski),1,0,0,1
Kennedy Goss,1,0,0,1
Kentaro Kawatsu,1,0,0,1
Keri-Anne Payne (-Carry),0,0,1,1
Kevin Cordes,0,1,0,1
Kevin O'Halloran,0,1,0,1
Kharis Kharisovich Yunichev,1,0,0,1
Kimberly "Kim" Vandenberg,1,0,0,1
Kimberly A. "Kim" Black,0,1,0,1
Kirk Palmer,1,0,0,1
Kirsten Thomson,0,0,1,1
Klaas Erik "Klaas-Erik" Zwering,0,0,1,1
Klara Milch (-Durst),1,0,0,1
Klaus Katzur,0,0,1,1
Klena Geertje "Klenie" Bimolt (-de Jonge),0,0,1,1
Koichi Hirakida,1,0,0,1
Konstantin Dubrovin,1,0,0,1
Konstantin Vyacheslavovich Ushkov,0,0,1,1
Konstantin Yuryevich Petrov,1,0,0,1
Koosje van Voorn (-ten Thije),0,0,1,1
Kornelia "Corrie" Winkel (-Vink),0,0,1,1
Kristina Ann "Kristy" Kowal,0,0,1,1
Kristina Birgitta Jnsson (-Breed),0,0,1,1
Kristine Lora Quance (-Julian),0,1,0,1
Kroly Bartha,1,0,0,1
Kunihiro Iwasaki,1,0,0,1
Kurt David Grote,0,1,0,1
Kurt Paul Malisch,1,0,0,1
Kuzuo Kitamura,0,1,0,1
Kylie Jacqueline Masse,1,0,0,1
Kyoko Iwasaki,0,1,0,1
LI Bingjie,1,0,0,1
LIENDO Josh,0,0,1,1
LIU Yaxin,1,0,0,1
Lacey Pearl Nymeyer (-John),0,0,1,1
Lara Shiree Davenport,0,1,0,1
Larissa Dmitriyevna "Lara" Ilchenko,0,1,0,1
Lars Conrad,0,0,1,1
Lary Alan Schulhof,0,1,0,1
Laura Anne Walker,1,0,0,1
Laura Gail "Lauri" Siering,0,0,1,1
Lauren Perdue,0,1,0,1
Lawrence Bruce Hayes,0,1,0,1
LeLei Alofa Fonoimoana (-Moore),0,0,1,1
Leah Neale,0,0,1,1
Leif Thomas Lejdstrm,1,0,0,1
Leslie "Les" Boardman,0,1,0,1
Leslie Cliff (-Tindle),0,0,1,1
Leslie George Rich,1,0,0,1
Leslie Savage,1,0,0,1
Li Ji,0,0,1,1
Li Xuanxu,1,0,0,1
Li Yunqi,1,0,0,1
Lina Kaiuyt,0,1,0,1
Linda June MacKenzie (-Single),0,1,0,1
Linda Louise Jezek,0,0,1,1
Lisa Maree Mackie,1,0,0,1
Liu Limin,0,0,1,1
Liu Zige,0,1,0,1
Loraine "Lori" Melien,1,0,0,1
Lotte Friis,1,0,0,1
Louis de Breda "Lou" Handley,0,1,0,1
Louise Jhncke (-Tjrnqvist),1,0,0,1
Louise Otto (-Sander),0,0,1,1
Lszl Szabados,1,0,0,1
Lu Bin,0,0,1,1
Lu Ying,0,0,1,1
Lu Zhiwu,1,0,0,1
Luca Andrea Sacchi,1,0,0,1
Lucy Morton (-Heaton),0,1,0,1
Ludwig Ernest Frank "Ludy" Langer,0,0,1,1
Luo Xuejuan,0,1,0,1
Lyndon Ferns,0,1,0,1
Lynette Pamela "Lynne" Watson (-Bates),0,0,1,1
Lynn Ann Colella,0,0,1,1
Lynn Ellen Skrifvars (-Nelson),0,1,0,1
Lynne Marie Allsup (-Olson),0,1,0,1
MAERTENS Lukas,0,1,0,1
MARTINENGHI Nicolo,0,1,0,1
MASSE Kylie,1,0,0,1
MATSUSHITA Tomoyuki,0,0,1,1
MIRESSI Alessandro,1,0,0,1
MITYUKOV Roman,1,0,0,1
Maarten van der Weijden,0,1,0,1
Mackenzie "Mack" Horton,0,1,0,1
Magdalena Maria "Leni" Lohmar (-Henze),0,0,1,1
Maiola Kalili,0,0,1,1
Malcolm Eadie Champion,0,1,0,1
Malia Metella,0,0,1,1
Malin Erika Helena Svahnstrm (-Borensj),1,0,0,1
Manuel dos Santos Filho,1,0,0,1
Manuella Kalili,0,0,1,1
Mara Teresa Ramrez Gmez,1,0,0,1
Marc-Antoine Olivier,1,0,0,1
Marcel Gery,1,0,0,1
Marcel Reinier Wouda,1,0,0,1
Marcus Laborne Mattioli,1,0,0,1
Marcus Lyndon "Mark" Tonelli (Leembruggen-),0,1,0,1
Margaret Edwards (-Wilding),1,0,0,1
Margaret Mary "Maggie" Kelly-Hohmann,0,0,1,1
Margaret Percival Gibson (-Messenger),0,1,0,1
Margarete "Grete" Adler,1,0,0,1
Margarete "Grete" Rosenberg (-Wildhagen),0,0,1,1
Margaux Farrell,1,0,0,1
Margot Marsman (-de Jong),1,0,0,1
Maria "Rie" Vierdag (-Smit),0,0,1,1
Maria Johanna Sjberg,1,0,0,1
Maria Petronella "Puck" Oversloot (-Schouten),0,0,1,1
Marianne Kriel,1,0,0,1
Marianne Louise Limpert,0,0,1,1
Marianne Muis,0,0,1,1
Marianne Yvonne Heemskerk (-Oudkerk-),0,0,1,1
Marie Louise "Marilee" Stepan (-Wehmann),1,0,0,1
Marie Louise Corridon (-Mortell),0,1,0,1
Marilyn Corson (-Whitney),1,0,0,1
Marilyn Joy Wilson (-Young),0,0,1,1
Marilyn Ramenofsky,0,0,1,1
Marion Beverly Lay,1,0,0,1
Maritza "Ritz" Correia (-McClendon),0,0,1,1
Mark Andrew Henderson,0,1,0,1
Mark Hermanus Maria Veens,0,0,1,1
Mark Richard van der Zijden,1,0,0,1
Mark Taylor,1,0,0,1
Mark Warnecke,1,0,0,1
Marley Lynn Shriver (-Tobian),0,0,1,1
Marquard J. Schwarz,1,0,0,1
Martha Irene Randall,1,0,0,1
Martha Ludowika Genenger (-Engfeld),0,0,1,1
Martijn Hendrik Zuijdweg,1,0,0,1
Martina Grimaldi,1,0,0,1
"Martina Grunert (-Koch, -Abresch)",0,0,1,1
Martn Lpez-Zubero Purcell,0,1,0,1
Martyn John Woodroffe,0,0,1,1
Mary Esther Bedford (-Marran),1,0,0,1
Mary Jane Sears,1,0,0,1
Mary Olive McKean (-Mucha),1,0,0,1
Maryna Volodymyrivna Yurchenia,0,0,1,1
Masaharu Taguchi,0,1,0,1
Masahiro Yoshimura,0,0,1,1
Masami Tanaka,1,0,0,1
Masaru Furukawa,0,1,0,1
Masato Sakai,0,0,1,1
Matteo Pelliciari,1,0,0,1
Matthew "Matt" Abood,1,0,0,1
Matthew "Matt" McLean,0,1,0,1
Matthew J. "Matt" Cetlinski,0,1,0,1
Maurice Froomes "Moss" Christie,0,0,1,1
Maurice Louis Hochepied,0,0,1,1
Mavis Anne Freeman,1,0,0,1
Max Otto Hainle,0,1,0,1
Max Pape,0,0,1,1
Maxwell Raymond "Max" Metzker,1,0,0,1
Mayumi Aoki (-Nishiguti),0,1,0,1
Mc SHARRY Mona,1,0,0,1
McEVOY Cameron,0,1,0,1
McMILLAN Jack,0,1,0,1
Megan Adelle Kleine (-Morris),0,1,0,1
Mehdy Metella,0,0,1,1
Melanie M. Valerio,0,1,0,1
Melanie Margalis,0,1,0,1
Michael "Mike" Holthaus,1,0,0,1
Michael John Jamieson,0,0,1,1
Michael Jon "Mike" O'Brien,0,1,0,1
Michael Kraus,1,0,0,1
Michael MacKay "Mike" Austin,0,1,0,1
Michael Ray "Mike" Barrowman,0,1,0,1
Michael William Delany,0,0,1,1
Michelle A. MacPherson (-Hojnacki),1,0,0,1
Michelle Richardson Armengol (-Ahlers),0,0,1,1
Michelle Robyn Pearson,1,0,0,1
Michelle Williams (-Toro),1,0,0,1
Mie stergaard Nielsen,1,0,0,1
Mietje "Marie" Baron (-du Puy),0,0,1,1
Mikael Gustaf rn,1,0,0,1
Mikhail Mikhaylovich Polishchuk,0,0,1,1
Miki Nakao,1,0,0,1
Mildred Muis,0,0,1,1
Milorad avi,0,0,1,1
Mirna Jukic,1,0,0,1
Misty Dawn Marie Hyman,0,1,0,1
Mitja Kolia Zastrow,0,0,1,1
Mitzi Patricia Kremer (-Tighe),1,0,0,1
Moira Abernethy (-Ford),1,0,0,1
"Molly Ray Botkin (-Rossiter, -Trees)",0,1,0,1
Mria Littomeritzky (-Bognr),0,1,0,1
Murray Garretty,0,1,0,1
Mylne Lazare,1,0,0,1
NDOYE-BROUARD Yohann,1,0,0,1
NEILL Thomas,1,0,0,1
Naito Ehara,1,0,0,1
Nancy Jane Ramey (-Lethcoe),0,0,1,1
Nancy Joan Simons (-Peterson),0,0,1,1
Natalie Anne Myburgh (-Gillespie),1,0,0,1
Nataliya Alekseyevna Meshcheryakova,1,0,0,1
Nataliya Andreyevna Ustinova,1,0,0,1
Nataliya Bystrova,1,0,0,1
Nataliya Gennadyevna Strunnikova,1,0,0,1
Neisser Santiago Bent Vzquez,1,0,0,1
Nian Yun,0,0,1,1
Nicholas David "Nick" Ffrost,1,0,0,1
Nicholas Sprenger,0,0,1,1
Nils Orvar Trolle,1,0,0,1
Nina Adams Harmer (-Thompson),0,1,0,1
Noboru Terada,0,1,0,1
Nobuo Arai,0,0,1,1
Oleksandr Oleksandrovych Sydorenko,0,1,0,1
Oleksiy Yevhenovych Boryslavskiy,0,0,1,1
Olena Yevhenivna Kruhlova (-Sydorenko),1,0,0,1
Olga Vasilyevna Klevakina,1,0,0,1
Olha Oleksandrivna Kyrychenko (-Pankratova),1,0,0,1
Oliver Lampe,1,0,0,1
Olivia Smoliga,0,1,0,1
Ophlie-Cyrielle Etienne,1,0,0,1
Oskar Schiele,0,0,1,1
Oszkr Abay-Nemes,1,0,0,1
Otto Fahr,0,0,1,1
Otto Gsta Adolf Persson,1,0,0,1
Otto Herschmann,0,0,1,1
PALLISTER Lani,0,1,0,1
PEATY Adam,0,0,1,1
PEPLOWSKI Anna,0,0,1,1
PERKINS Alexandria,0,0,1,1
PERKINS Jamie,0,1,0,1
PIERONI Blake,0,0,1,1
PROUD Benjamin,0,0,1,1
Pamela Jean "Pam" Kruse,0,0,1,1
Pamela Leila "Pam" Rai,1,0,0,1
Paolo Francesco "Paul"  Radmilovic,0,1,0,1
Patience Halsey Sherman,0,1,0,1
Patricia "Patty" Kempner,0,1,0,1
Patricia Noall (-Lauzon),1,0,0,1
Patrick Khl,0,0,1,1
Paul Anthony Howe,1,0,0,1
Paul Curkeet Samson,0,1,0,1
Paul Gilbert Wolf,0,0,1,1
Paul James Kingsman,1,0,0,1
Paul Julian Marshall,1,0,0,1
Paul Kellner,1,0,0,1
Paul Neumann (-Newman),0,1,0,1
Paul Robert Easter,1,0,0,1
Paul Rory Palmer,0,0,1,1
Paul William Hait,0,1,0,1
Paulina Jacoba "Pauline" van der Wildt,1,0,0,1
Peder Rudolph Lykkeberg,1,0,0,1
Per Anders Gustaf Holmertz,0,0,1,1
Per Michael Sderlund,1,0,0,1
Per-Olof strand,1,0,0,1
Percy Courtman,1,0,0,1
Perry Timothy "Tim" Jecko,0,0,1,1
Peter Askin Reynolds,1,0,0,1
Peter Bruch,1,0,0,1
Peter James Tonkin,1,0,0,1
Peter John Doak,1,0,0,1
Peter Kemp,1,0,0,1
Peter Lang,1,0,0,1
Peter Sitt,1,0,0,1
Petra Dallmann,1,0,0,1
Petra Riedel,1,0,0,1
Petra Zindler (-Reinwald),1,0,0,1
Petronella Grietje "Petra" van Staveren (-van Kleef),0,1,0,1
Philip Hubble,0,0,1,1
Philomena Alecia "Bonnie" Mealing (-Johnston),0,0,1,1
Phyllis May Harding (-Turner),0,0,1,1
Pieter Timmers,0,0,1,1
Pietje "Nel" van Vliet (-Koudijs),0,1,0,1
Poliana Okimoto-Cintra,1,0,0,1
Pontus Hanson,1,0,0,1
Pr Johan Arvidsson,0,1,0,1
RAMSAY Ella,0,0,1,1
Rachel Kristine Bootsma,0,1,0,1
Rachele Bruni,0,0,1,1
Rafa Marek Szukaa,0,0,1,1
Rafael Antonio Vidal Castro,1,0,0,1
Ragnhild Tove Hveger (-Andersen),0,0,1,1
Raimundas Mauolis,0,0,1,1
Rainer Strohbach,0,0,1,1
Ralph Albert Gilman,0,0,1,1
Ralph Drew Flanagan,0,0,1,1
Ralph Hutton,0,0,1,1
Ralph Theodore Breyer,0,1,0,1
Ray Kegeris,0,0,1,1
Raymond Comstock "Ray" Thorne,0,0,1,1
Reema Abdo,1,0,0,1
Regan Dean Harrison,0,0,1,1
Regina Constance "Reggie" de Jong,1,0,0,1
Ren Lopold Cornu,1,0,0,1
Ren Pierre Charles Tartara,1,0,0,1
Renate Vogel (-Heinrich),0,0,1,1
Rhiannon "Rhi" Jeffrey,0,1,0,1
Rhoda Lilian Rennie (-Wrighton),1,0,0,1
Ricardo Prado,0,0,1,1
Richard Adolph "Dick" Blick,0,1,0,1
Richard Craig Oppel,0,1,0,1
Richard Dennis "Dick" Hanley,0,0,1,1
Richard Erwin "Rich" Saeger,0,1,0,1
Richard John "Dick" Howell,0,1,0,1
Richard Michael "Rich" McGeagh,0,1,0,1
"Richard Phillip ""Rick"" Colella, Jr.",1,0,0,1
"Richard Tsugio ""Sonny"" Tanabe, Jr.",0,0,1,1
Richard Weinberger,1,0,0,1
Richard William "Dick" Roth,0,1,0,1
Rie Kaneto,0,1,0,1
Rikke Mller Pedersen,1,0,0,1
Robert "Rob" Woodhouse,1,0,0,1
Robert A. "Bob" Kasting,1,0,0,1
Robert Bilsland "Bobby" McGregor,0,0,1,1
Robert Danforth "Bob" Skelton,0,1,0,1
"Robert Edward ""Ed"" Townsend, Jr.",0,1,0,1
Robert Elmer "Bob" Cowell,0,0,1,1
Robert Jerome "Bob" Gibe,0,1,0,1
Robert Peter "Robbie" Renwick,0,0,1,1
Robert Raymond "Bob" Sohl,1,0,0,1
Robert Stephen Cusack,1,0,0,1
"Robert William ""Bobby"" Hackett, Jr.",0,0,1,1
Robertas ulpa,0,1,0,1
Robin James Backhaus,1,0,0,1
Robin John Leamy,0,1,0,1
Robin Marie Corsiglia (-Scholefield),1,0,0,1
Robyn Jean Thorn (-Risson-Nock),0,0,1,1
Rodney "Rod" Strachan,0,1,0,1
Rodolfo Antonio Falcn Cabrera,0,0,1,1
Roman Andreyevich Sludnov,1,0,0,1
Roman Gennadyevich Ivanovsky,0,0,1,1
Rosemary Lassig (-Lluka),0,0,1,1
Ross Elliott Wales,1,0,0,1
Roswitha Krause,0,0,1,1
Roxana Maracineanu,0,0,1,1
Rta Meilutyt,0,1,0,1
Ruth Halbsguth (-Hoffmann),0,0,1,1
Ruth Rhonda Everuss,0,0,1,1
Ryan Held,0,1,0,1
Ryan Scott Mitchell,0,0,1,1
Ryan Thomas Berube,0,1,0,1
Ryk Neethling,0,1,0,1
Ryo Tateishi,1,0,0,1
Rzvan Ionu Florea,1,0,0,1
SCHOUTEN Tes,1,0,0,1
SECCHI Clement,1,0,0,1
SMITH Kieran,0,0,1,1
STRAUCH Jenna,0,0,1,1
SUN Jiajun,0,1,0,1
Sabina Schulze (-Kessler),0,1,0,1
Sabine Steinbach (-Klemm),1,0,0,1
Samantha "Sam" Arsenault (-Livingstone),0,1,0,1
Samuel Alapai "Sam" Kahanamoku,1,0,0,1
Sandrine Mainville,1,0,0,1
Sara Isakovi,0,0,1,1
Sara Maria Evelina Nordenstam,1,0,0,1
Sarah Frances "Fanny" Durack (-Gately),0,1,0,1
Sarah Gillow Marshall "Cissie" Stewart (-Hunt),0,0,1,1
Sarah Poewe,1,0,0,1
Satoko Tanaka (-Uji),1,0,0,1
Scott Erik Jaffe,1,0,0,1
Scott Linton Goodman,1,0,0,1
Scott Tyler Clary,0,1,0,1
Sergey Aleksandrovich Rusin,0,1,0,1
Sergey Valentinovich Zabolotnov,1,0,0,1
Sergey Vasilyevich Fesikov,1,0,0,1
Sergio Lpez Mir,1,0,0,1
Shannon Smith,1,0,0,1
Shannon Vreeland,0,1,0,1
Sharon Evans Finneran (-Rittenhouse),0,0,1,1
Sharon van Rouwendaal,0,1,0,1
"Sharron Elizabeth Davies (-Crisp, -Redmond, -Kingston)",0,0,1,1
Sheila Christine Taormina,0,1,0,1
Shi Jinglin,1,0,0,1
Shigeo Sugiura,0,1,0,1
Shirley Anne Stobs,0,1,0,1
Shiro Hashizume,0,0,1,1
Sigfrid Harald Alexander Julin,1,0,0,1
Silke Pielen (-Rogatko),1,0,0,1
Silvia Poll Ahrens,0,0,1,1
Simone Cercato,1,0,0,1
Siobhan-Marie O'Connor,0,0,1,1
Sndor Wladr,0,1,0,1
Solenne Nadge Figus (-Saint Marie),1,0,0,1
Spyridon "Spyros" Gianniotis,0,0,1,1
Spyridon P. "Spyros" Khazapis,0,0,1,1
Staciana Stitts (-Winfield),0,1,0,1
Stanislav Yuryevich Lopukhov,0,0,1,1
Stanislava Stanislavovna Komarova,0,0,1,1
Steffen Driesen,0,0,1,1
Stephen "Steve" Pickell,0,0,1,1
Stephen Benjamin "Steve" Parry,1,0,0,1
Stephen Clarke,1,0,0,1
Stephen Milne,0,0,1,1
Stephen Roy "Steve" Holland,1,0,0,1
Steven Charles "Steve" Furniss,1,0,0,1
Steven Dennis Dewick,1,0,0,1
Steven Garrett "Steve" Gregg,0,0,1,1
Stig Axel Gran Larsson,1,0,0,1
Sumika Minamoto,1,0,0,1
Sun Ye,1,0,0,1
Susan Elizabeth Doerr,0,1,0,1
Susan Elizabeth Roberts,1,0,0,1
"Susan Estelle Sloan (-Smith, -Kelsey)",1,0,0,1
Susan Kay "Sue" Pitt (-Anderson),0,1,0,1
Susanne E. "Susan" Laird (-Scavey),0,1,0,1
Susanne Jean "Suzy" Jones (-Roy),0,1,0,1
"Susanne Schultz Nielsson (-Feldsgaard, -Hansen)",1,0,0,1
Susanne Schuster (-Boerhoff),1,0,0,1
Suzanne Ciscele "Suzie" Landells (-Dill-Macky),0,0,1,1
Suzanne Winona Zimmerman (-Edwards),0,0,1,1
Sven Lodziewski,0,0,1,1
Svenja Schlicht,0,0,1,1
Svetlana Anatolyevna Varganova,0,0,1,1
Sybil Lorina Bauer,0,1,0,1
Sybille Schnrock (-Ermisch),0,0,1,1
Sylvia Eichner,0,0,1,1
TANG Muhan,1,0,0,1
TEMPLE Matthew,1,0,0,1
THROSSELL Brianna,0,1,0,1
Takashi Ishimoto,0,0,1,1
Takashi Yokoyama,0,1,0,1
Tams Kenderesi,1,0,0,1
Tamsin Cook,0,0,1,1
Tan Miao,0,0,1,1
Tang Jingzhi,0,0,1,1
Tang Yi,1,0,0,1
Tanya Bogomilova-Dangalakova,0,1,0,1
Tara Kirk,0,0,1,1
Tatsugo Kawaishi,0,0,1,1
Tatsuo Fujimoto,0,0,1,1
Tatyana Andreyevna Savelyeva,1,0,0,1
Taylor McKeown,0,0,1,1
Teijiro Tanikawa,0,0,1,1
Terence Michael Parkin,0,0,1,1
Terrence Steven "Terry" Gathercole,0,0,1,1
"Terri Lee Stickles (-Meja, -Strunck)",1,0,0,1
Tetiana Mykolavna Dev'iatova (-Kostitsyna),1,0,0,1
Tetsuo Hamuro,0,1,0,1
Tetsuo Okamoto,1,0,0,1
Thamar Nanette Henneken,0,0,1,1
Thelma H. Kalama (-Aiu),0,1,0,1
Thiago Machado Vilela Pereira,0,0,1,1
Thomas Allen "Tom" Shields,0,1,0,1
Thomas G. "Tommy" Hannan,0,1,0,1
Thomas Peter "Tom" Wilkens,1,0,0,1
Tina Isabel Gustafsson,0,0,1,1
Tnde Szab,0,0,1,1
Toby Christian Haenen,1,0,0,1
Tokuhei Sata,0,0,1,1
Tommaso D'Orsogna,1,0,0,1
Tommy Henrik "Tom" Werner,0,0,1,1
Torsten Spanneberg,1,0,0,1
Toru Goto,0,0,1,1
Toshio Irie,0,0,1,1
Toshio Shoji,1,0,0,1
Tracey Danielle McFarlane (-Mirande),0,0,1,1
Trevor Martin Smith,1,0,0,1
Trina Marie Jackson (-Falca),0,1,0,1
Tsutomi Oyokota,1,0,0,1
Tyler Tennant McGill,0,1,0,1
Udo Poser,1,0,0,1
Ulla Agneta Linna Mrtensson (-Baron),0,0,1,1
Ursula Happe (Krey-),0,1,0,1
Ursula Kper (-Stille),1,0,0,1
Ursula Pollack (-Oberstein),0,0,1,1
Uta Frommater,1,0,0,1
Uta Schmuck (-Hoffmann),0,0,1,1
Ute Hasse,0,0,1,1
Uwe Jacobsen,0,0,1,1
Valeriy Viktorovych Lozik,1,0,0,1
Valria Gyenge (-Garai),0,1,0,1
Vasily Ivanov,0,0,1,1
Verena "Vreni" Eberle,1,0,0,1
Victor Antoine Jules Cadet,0,0,1,1
Victor Fernand Hochepied,0,0,1,1
Victoriano Alberto Zorrilla,0,1,0,1
Virgil William "Virg" Luken,0,1,0,1
Vitaly Ivanovich Sorokin,1,0,0,1
Vladimir Borisovich Mikheyev,0,0,1,1
Vladimir Ilyich Shemetov,0,0,1,1
Vladimir Konstantinovich Nemshilov,1,0,0,1
Vladimir Vasilyevich Struzhanov,1,0,0,1
Vladimir Viktorovich Morozov,1,0,0,1
Vladimir Viktorovich Predkin,0,0,1,1
Volodymyr Henrikhovych Dolhov,1,0,0,1
Volodymyr Valentynovych Tkachenko,0,0,1,1
WAN Letian,1,0,0,1
WANG Changhao,0,1,0,1
WANG Shun,1,0,0,1
WANG Xueer,1,0,0,1
WEBER Emma,0,1,0,1
WEINSTEIN Claire,0,0,1,1
WEYANT Emma,1,0,0,1
WUNSCH Olivia,0,1,0,1
Walter Kusch,1,0,0,1
Walter Percy Spence,1,0,0,1
Walter Pierce Richardson,0,1,0,1
Waltraud "Wally" Dressel (-Stolberg),0,0,1,1
Wang Shun,1,0,0,1
Wang Xiaohong,0,0,1,1
Wayne Richard Moore,0,1,0,1
Wendy Elizabeth Cook-Hogg,1,0,0,1
"Wendy Weinberg (-Farber, -Weil)",1,0,0,1
Wieger Emile Mensonides,1,0,0,1
Wilfried Hartung,1,0,0,1
Wilhelm Bernhard Adolf Emil "Willy" Ltzow,0,0,1,1
Wilhelmina "Mina" Wylie,0,0,1,1
Wilhelmina "Winnie" van Weerdenburg (-Rijke),1,0,0,1
Willemina Cornelia Adriana "Wilma" van Hofwegen-van Rijn,0,0,1,1
"William Albert ""Bill"" Yorzyk, Jr.",0,1,0,1
William Ashley "Bill" Kirby,0,1,0,1
William Charles Burton,0,0,1,1
William Danforth "Bill" Mulliken,0,1,0,1
William Eugene "Billy" Dickey,0,1,0,1
William Henry,1,0,0,1
"William Henry Dudley, III",0,1,0,1
William Jeremiah "Bill" Tuttle,0,0,1,1
William Meynard,0,0,1,1
William Norval "Bill" Craig,0,1,0,1
William Ray "Bill" Kennedy,1,0,0,1
William Robert "Bill" Orthwein,1,0,0,1
"William Ronald ""Bill"" Forrester, Jr.",1,0,0,1
"William Roy ""Bill"" Mettler, Jr.",0,1,0,1
William Sharp Hannah "Billy" Herald,0,0,1,1
William Thomas "Bill" Darnton,0,1,0,1
William Thomas "Bill" Kirschbaum,1,0,0,1
William Victor "Bill" Mahony,1,0,0,1
William Walker Robinson,0,0,1,1
"William White ""Bill"" Harris, Jr.",1,0,0,1
Wiltrud Urselmann (-Haverkamp),0,0,1,1
Wivi Mathilda "Wivan" Pettersson (-Frunck),1,0,0,1
Xu Jiayu,0,0,1,1
Xu Tianlongzi,1,0,0,1
Xu Yanwei,0,0,1,1
YANG William,0,0,1,1
YONG Joshua,1,0,0,1
Yasuko Tajima,0,0,1,1
Yelena Shubina,1,0,0,1
Yelena Yuryevna Dendeberova (-Kuznetsova),0,0,1,1
Yevgeny Alekseyevich Seredin,0,0,1,1
Yevgeny Mikhaylovich Rylov,1,0,0,1
Yevgeny Yevgenyevich Korotyshkin,0,0,1,1
Yolane Nicole Kukla,0,1,0,1
Yoshihiro Hamaguchi,0,0,1,1
Yoshihiro Okumura,1,0,0,1
Yoshinobu "Yoshi" Oyakawa,0,1,0,1
Yuka Kato,1,0,0,1
Yuki Kobori,1,0,0,1
Yukiaki Okabe,1,0,0,1
Yuko Nakanishi,1,0,0,1
Yuliya Alekseyevna Bogdanova,1,0,0,1
Yuriy Petrovych Hromak,1,0,0,1
Yury Ivanovich Prisekin,0,1,0,1
Yury Suzdaltsev,1,0,0,1
Yury Valeryevich Mukhin,0,1,0,1
ZAZZERI Lorenzo,1,0,0,1
Zachary "Zac" Zorn,0,1,0,1
Zhang Lin,0,0,1,1
Zhao Jing,1,0,0,1
Zhao Kun,0,0,1,1
Zhou Yafei,1,0,0,1
Zhu Qianwei,0,0,1,1
Zhu Yingwen,0,0,1,1
dn Grf,1,0,0,1
rpd Lengyel,1,0,0,1
tienne Dagon,1,0,0,1
va Risztov,0,1,0,1
